id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,floor,property_type,city
6762822584,42538,4,1.5,2310,68824,2,0,0,4,7,2310,0,1968,0,122062,28.47651569,77.02754716,2020,39900,3,52,27235266,5,Flat,Delhi
6762830657,42732,2,1.5,1068,1158,2,0,0,3,7,1068,0,1990,0,122058,18.5807237,73.9991793,1078,1278,1,61,6628792,0,Bungalow,Pune
6762829800,42536,2,1.5,880,1805,2,0,0,3,7,880,0,1999,0,122038,28.57043217,77.37613784,880,5060,2,62,4346410,18,Flat,Delhi
6762811413,42510,3,4,3880,13095,2,0,3,3,11,3700,180,2009,0,122033,28.74890673,77.28128108,3880,10830,1,72,27379912,2,House,Delhi
6762813897,42552,3,3.75,2670,6517,2.5,0,4,4,8,2020,650,1977,0,122064,13.05708343,80.17222342,2010,6073,3,54,13683983,2,House,Chennai
6762821576,42517,3,1.75,1980,5100,1,0,0,3,7,1270,710,1965,0,122028,18.49280911,73.7866065,1400,5100,3,77,9249424,1,House,Pune
6762830426,42566,3,1.5,1500,15000,1,0,0,3,7,1500,0,1952,0,122067,13.18753252,80.23761018,1790,13905,3,74,10909852,10,Flat,Chennai
6762815745,42567,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,122004,18.57341401,73.90462573,1160,1327,3,59,6943055,5,Flat,Pune
6762829622,42525,3,1,1150,4825,1,0,0,4,6,1150,0,1957,0,122012,28.5798242,76.99502163,1760,7121,3,71,8646155,19,Flat,Delhi
6762812402,42643,4,3.5,4370,422967,1,0,2,4,10,2580,1790,1978,0,122068,28.72755492,77.26256593,3260,422967,2,53,111472344,2,Flat,Delhi
6762816620,42593,4,1.75,1920,208652,1,0,0,5,7,1060,860,1919,0,122009,26.75882603,81.0035605,1840,4862,3,78,41030947,20,Flat,Lucknow
6762818444,42601,4,2.5,2840,4750,2,0,0,3,9,2840,0,2002,0,122046,26.92653524,81.09388202,2460,4750,3,72,15885904,2,Bungalow,Lucknow
6762826395,42685,4,2.5,2770,19116,1,0,0,4,8,1600,1170,1961,0,122040,26.79995326,75.66187732,2730,18429,2,56,16326541,25,Flat,Jaipur
6762830957,42679,2,1,950,9000,1,0,0,3,6,950,0,1924,0,122034,22.66175587,88.20767062,1000,8280,3,74,5302883,25,Flat,Kolkata
6762822285,42544,3,1.75,1070,8000,1,0,0,3,7,1070,0,1977,0,122005,18.86894609,72.78935505,1200,7990,1,53,9237031,1,Bungalow,Mumbai
6762813851,42547,4,3,2370,3672,1.5,0,0,5,7,1650,720,1916,0,122006,18.9576753,72.98395261,2140,4182,1,72,19339201,25,Flat,Mumbai
6762823118,42574,3,2.5,2130,5088,2,0,0,3,8,1840,290,2011,0,122055,12.99612297,80.38246684,2130,5762,2,50,11186737,21,Flat,Chennai
6762814503,42655,4,2.5,2790,6540,2,0,0,3,9,2790,0,1999,0,122019,13.05900071,80.27826723,2790,6270,2,70,10771322,10,Flat,Chennai
6762819392,42733,3,2.25,2100,3000,2,0,0,3,7,2100,0,1996,0,122054,13.16840881,80.32401566,1650,4500,2,62,9138090,3,Flat,Chennai
6762811624,42538,4,2.5,4270,43386,1,0,0,3,10,2680,1590,1991,0,122045,17.34721866,78.56290223,3630,36180,2,77,23689414,1,House,Hyderabad
6762831558,42565,2,0.75,550,7980,1,0,0,3,5,550,0,1952,0,122052,13.06947673,77.78894764,1330,7980,2,78,5152473,0,House,Bengaluru
6762816195,42579,3,2,2660,4500,1,0,0,4,7,1330,1330,1922,0,122032,18.69523529,73.8518824,1790,5000,1,79,15203851,24,Flat,Pune
6762816078,42711,3,1,1850,5000,1.5,0,0,3,7,1850,0,1922,0,122028,22.91329122,72.64888186,1850,5000,3,80,7806553,9,Flat,Ahmedabad
6762814015,42683,4,2.5,3040,35201,2,0,0,4,10,3040,0,1987,0,122012,26.97963817,75.86975763,2990,35416,3,54,15524189,22,Flat,Jaipur
6762810691,42727,5,4.5,4350,13405,2,0,0,3,11,4350,0,2014,0,122019,22.46617445,88.3179092,3990,7208,1,50,25227297,1,House,Kolkata
6762813042,42624,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,122057,26.72455811,80.92158468,2680,10083,3,60,8796028,2,House,Lucknow
6762825914,42721,4,2.5,2650,5880,2,0,0,3,9,2650,0,2005,0,122035,13.19479176,77.73307634,2610,6490,3,64,16727234,0,House,Bengaluru
6762825421,42503,3,1,1050,5402,1.5,0,0,4,7,1050,0,1906,0,122054,22.49766017,88.36608762,1510,4685,1,75,5380367,1,House,Kolkata
6762825998,42512,3,1,1920,6862,1,0,2,3,7,1120,800,1952,0,122051,28.46562368,77.28115826,2000,6900,2,70,13449348,1,House,Delhi
6762817063,42559,6,3.75,4000,6015,2,0,2,3,10,3080,920,2004,0,122046,17.26560041,78.39304868,3180,5700,2,77,23991132,23,Flat,Hyderabad
6762817289,42503,3,1.5,1830,8000,1,0,0,4,7,1830,0,1957,0,122029,22.59808799,88.4130626,1310,7500,3,56,14113728,1,Bungalow,Kolkata
6762824400,42599,3,2.5,3300,11525,1,0,0,5,8,1650,1650,1961,0,122043,22.90877486,72.62857404,1950,9680,3,57,17347498,23,Flat,Ahmedabad
6762825518,42732,3,2.5,1690,1200,2,0,0,3,8,1410,280,2014,0,122034,22.95033964,72.42402193,1740,1664,3,59,6458479,19,Flat,Ahmedabad
6762831139,42715,3,1,1010,8863,1,0,0,4,6,1010,0,1990,0,122068,18.66019345,73.93624772,1090,8410,1,75,6278752,2,Flat,Pune
6762826223,42497,2,1.25,860,1277,2,0,0,3,7,860,0,2007,0,122054,17.36016291,78.23902155,1280,1265,2,52,3526723,17,Flat,Hyderabad
6762826444,42601,3,0.75,1270,10092,1,0,0,5,7,1270,0,1971,0,122037,13.12125112,80.16451552,1300,10375,3,57,6132384,5,Flat,Chennai
6762828704,42610,3,1.5,1370,10115,1,0,0,4,7,1370,0,1957,0,122068,28.89698104,77.33437601,1450,9282,1,55,6624762,2,Flat,Delhi
6762814157,42553,3,4,2080,2250,3,0,4,3,8,2080,0,1997,0,122028,13.06096258,80.32249162,2080,2250,2,72,7129790,21,Flat,Chennai
6762816536,42558,2,2,1570,4665,1,0,0,3,8,1570,0,2006,0,122045,26.74362594,80.93902185,2165,6262,3,55,5465776,23,Flat,Lucknow
6762828131,42531,2,1,1350,10096,1,0,2,4,7,1350,0,1952,0,122025,17.23711041,78.35085157,1280,10095,2,80,9059690,14,Flat,Hyderabad
6762828540,42644,3,1.75,1980,12543,1,0,0,3,8,1180,800,1978,0,122018,22.4618506,88.31570684,2090,8539,2,73,13375084,16,Flat,Kolkata
6762822618,42503,2,1,840,3522,1,0,0,3,6,840,0,1947,0,122032,18.50379428,73.89443455,1390,4800,3,69,5652311,20,Flat,Pune
6762827838,42536,3,2.5,1880,6008,2,0,0,3,7,1880,0,2009,0,122035,12.95287623,77.44225897,2180,5185,1,64,12717645,0,House,Bengaluru
6762827881,42565,3,2.5,2010,5399,2,0,0,3,7,2010,0,2006,0,122035,28.76723937,76.97720964,2280,5141,1,68,14239715,1,House,Delhi
6762817652,42676,3,1.5,1340,6000,1,0,0,4,7,1340,0,1960,0,122057,22.49615589,88.32112249,1590,9000,2,80,7737304,1,House,Kolkata
6762812098,42573,4,2.5,2580,3943,2,0,0,3,8,2580,0,2013,0,122010,27.06619872,75.74829241,1700,5772,1,62,12577506,0,Bungalow,Jaipur
6762829978,42616,5,1,1920,19040,1,0,0,3,7,1160,760,1961,0,122056,26.92398883,75.83358568,1920,11520,3,79,14425833,0,Bungalow,Jaipur
6762813693,42566,3,2.5,2010,2263,2,0,0,3,8,1340,670,2014,0,122044,19.07527971,72.77239915,1500,2670,1,73,17265639,9,Flat,Mumbai
6762816329,42669,4,2.25,2090,45738,2,0,0,3,8,2090,0,1987,0,122045,12.89952151,77.53403343,3420,45738,1,67,15234980,1,House,Bengaluru
6762821773,42600,3,1.75,1580,507038,1,0,2,4,7,1580,0,1985,0,122068,13.04536561,77.62010388,2040,210394,2,67,117532185,16,Flat,Bengaluru
6762816796,42559,3,1.75,1850,5100,1,0,0,3,7,1020,830,1909,0,122004,26.81231493,75.66847221,1850,5100,3,67,9905812,2,Bungalow,Jaipur
6762825234,42599,3,2.25,1250,871,3,0,0,3,8,1250,0,2007,0,122028,22.67449367,88.22333245,1250,1158,2,72,6142442,0,House,Kolkata
6762822100,42664,2,1,960,112384,1,0,0,3,7,960,0,1955,0,122058,23.13116548,72.54041313,1210,24875,1,79,22180008,16,Flat,Ahmedabad
6762810263,42574,6,4,3020,13237,2,1,4,3,8,2840,180,1942,1983,122054,22.91315214,72.4458037,3680,12620,3,73,14641762,19,Flat,Ahmedabad
6762814238,42606,3,1.75,2430,11448,1,0,1,5,7,1620,810,1949,0,122007,28.81992265,77.28244124,2140,8144,3,71,13414186,2,House,Delhi
6762811649,42546,4,3.75,3460,6738,2,0,0,3,11,3460,0,2013,0,122015,28.43803507,77.32835301,3340,6120,2,73,19362494,18,Flat,Delhi
6762811466,42670,4,2.75,2940,5400,1.5,0,2,5,8,1940,1000,1910,0,122003,18.98230314,72.88177194,1970,2008,3,54,24276708,2,House,Mumbai
6762823354,42510,3,2.25,1445,1471,2,0,0,3,7,1300,145,2003,0,122012,23.07455531,72.668643,1410,1399,1,80,5753129,6,Flat,Ahmedabad
6762826721,42658,1,1.5,1120,912,3,0,0,3,7,1120,0,2011,0,122054,13.15145026,80.13684097,1380,3200,1,73,6221348,23,Flat,Chennai
6762822624,42509,5,2.5,2430,4781,2,0,0,3,9,2430,0,2001,0,122046,23.11562109,72.52874909,2420,4770,2,64,9751754,7,Flat,Ahmedabad
6762811392,42526,4,3.25,3450,11240,2,0,3,4,10,2430,1020,1960,2001,122031,12.89295639,77.52782308,2412,19499,2,65,28507848,1,House,Bengaluru
6762811612,42608,4,3.75,4133,361548,2,0,0,3,11,4133,0,2000,0,122055,22.54673882,88.4337057,1970,291416,1,52,82353178,24,Flat,Kolkata
6762830692,42567,3,1.75,1290,7210,1,0,0,3,7,1290,0,1984,0,122018,18.84391865,72.85454469,1350,7509,2,67,10624242,0,Flat,Mumbai
6762817066,42571,3,2.5,1530,3296,2,0,0,3,8,1530,0,1998,0,122030,22.37297517,88.22351536,1530,4099,2,71,8913138,20,Flat,Kolkata
6762812112,42665,3,2.25,2650,12845,1,0,3,3,9,1770,880,1977,0,122033,18.69678982,73.96123958,2650,12902,2,71,16203481,9,Flat,Pune
6762815672,42588,5,2,2330,6783,1,0,0,3,7,1310,1020,1956,0,122006,26.98168569,81.01451732,1930,6783,2,65,9162542,0,House,Lucknow
6762824920,42670,4,2.25,2390,13002,2,0,0,3,8,2390,0,1987,0,122018,12.94884288,77.41156111,2450,11200,2,63,15581840,22,Flat,Bengaluru
6762829437,42561,3,1.75,1440,11325,1,0,0,4,8,1440,0,1966,0,122039,23.19333203,72.62500749,1440,20000,3,62,8406075,22,Flat,Ahmedabad
6762810055,42635,6,5,7100,18200,2.5,0,0,3,13,5240,1860,1933,2002,122032,13.10777228,77.53654618,3130,6477,1,63,43454788,21,Flat,Bengaluru
6762813723,42601,3,1.75,2060,5721,1,0,2,3,9,1140,920,1964,0,122016,18.51937288,73.95368442,2060,8124,1,60,9807702,5,Flat,Pune
6762823850,42571,3,1.5,1370,9720,2,0,0,3,7,1370,0,1968,0,122033,19.18373431,73.08331877,1510,8775,3,59,12137802,4,Flat,Mumbai
6762831608,42627,2,1,830,9000,1,0,0,3,6,830,0,1939,0,122066,18.58554969,73.99169059,1160,7680,2,75,5133898,18,Flat,Pune
6762811347,42558,4,3.75,4740,126759,2,0,0,4,10,4740,0,1991,0,122012,18.50252623,73.80632088,3060,118047,3,53,53547189,21,Flat,Pune
6762826410,42609,3,2.5,1980,4500,2,0,0,3,7,1980,0,2012,0,122035,22.61284555,88.28248337,1980,4500,2,60,12760478,1,House,Kolkata
6762815525,42593,4,1.75,1830,6000,1,0,0,4,7,930,900,1939,0,122032,26.72208789,81.00202618,1540,6000,3,68,7995590,13,Flat,Lucknow
6762826266,42564,3,1.75,2000,9760,1,0,0,4,8,1400,600,1978,0,122046,27.04580323,80.92348677,1890,8089,1,68,9617138,18,Flat,Lucknow
6762820818,42592,3,1,1290,5440,1,0,0,4,6,790,500,1929,0,122007,26.94731688,75.76103971,1220,5464,3,55,4576808,12,Flat,Jaipur
6762815263,42600,4,3.5,3270,15704,2,0,0,3,9,2110,1160,1990,0,122019,28.80614894,76.82493698,3020,8582,2,60,16212754,11,Flat,Delhi
6762819928,42508,4,2.5,3060,10043,1,0,0,4,8,1700,1360,1968,0,122038,17.39679524,78.35678946,1630,8296,3,67,15646933,19,Flat,Hyderabad
6762814897,42532,3,2.5,2050,6420,1,0,3,3,8,1730,320,1956,0,122009,19.1055884,72.71883212,2370,7620,3,65,15821902,4,Flat,Mumbai
6762828406,42595,4,1.75,1850,7730,1,0,0,5,7,1100,750,1956,0,122038,12.99186549,77.46622151,2260,8581,3,50,9785271,16,Flat,Bengaluru
6762829838,42670,2,2,870,6450,1,0,0,4,6,740,130,1954,0,122051,12.87236283,77.4890463,1640,5775,3,56,6712256,1,House,Bengaluru
6762826176,42670,3,2.5,1940,8347,2,0,0,3,8,1940,0,1990,0,122035,17.28569374,78.57764267,1940,7131,2,75,11652799,25,Flat,Hyderabad
6762814970,42517,3,2.5,2190,10370,2,0,0,3,9,2190,0,1987,0,122019,23.05856731,72.63317272,2470,10472,2,70,7375859,5,Flat,Ahmedabad
6762814552,42571,3,1.5,2540,9520,1,0,0,3,8,1500,1040,1959,0,122006,18.408656,73.83323281,1870,6800,1,72,15973418,0,Bungalow,Pune
6762816424,42718,5,2.25,2460,8710,1,0,0,4,8,1330,1130,1976,0,122005,22.91255634,72.47348948,2460,8870,2,80,12990221,12,Flat,Ahmedabad
6762829196,42510,3,2,1170,7258,1,0,0,3,7,1170,0,1984,0,122039,28.72109267,77.24683154,1410,7750,2,64,9931723,2,House,Delhi
6762825775,42585,3,1,1030,7620,1,0,0,3,7,1030,0,1953,0,122064,22.56626762,88.43729036,1030,7560,2,55,6039545,11,Flat,Kolkata
6762830292,42712,3,1.75,1650,8850,1,0,0,3,7,1650,0,1959,0,122070,28.63920584,76.85408614,1400,8800,3,54,10207039,21,Flat,Delhi
6762815876,42665,3,1,1340,4000,1.5,0,0,4,7,1340,0,1927,0,122004,27.08166269,80.93025767,1510,4000,1,53,5382710,0,Bungalow,Lucknow
6762823489,42594,3,1.75,1800,18000,1,0,0,3,8,1200,600,1968,0,122046,23.06855173,72.46521627,1800,18000,2,53,10647385,1,House,Ahmedabad
6762831525,42533,2,1,1150,30184,1,0,0,3,6,1150,0,1950,0,122042,27.05797322,81.03238277,1670,19684,3,57,6994451,24,Flat,Lucknow
6762823586,42635,3,2,1150,6249,1,0,0,3,7,1150,0,1952,2006,122014,12.94561228,77.63611759,2470,7751,2,61,7857226,24,Flat,Bengaluru
6762814687,42517,4,2.5,3150,7277,2,0,0,3,9,3150,0,2006,0,122053,26.80023556,75.6184704,3030,8643,1,79,14046273,8,Flat,Jaipur
6762814079,42582,2,1.5,1840,9000,1,0,2,3,8,1340,500,1957,0,122016,28.42576025,77.36359501,1880,7560,2,73,16682367,1,Bungalow,Delhi
6762813435,42670,3,2.25,3190,324086,2,0,2,3,9,3190,0,1982,0,122036,18.50188382,73.82013672,3190,217800,2,50,64538441,2,Flat,Pune
6762821864,42573,3,1,1280,3200,1.5,0,0,3,7,1280,0,1903,0,122044,28.80503502,77.1560881,1320,1676,2,68,8369503,2,House,Delhi
6762812489,42656,5,3.5,4200,5400,2,0,0,3,9,3140,1060,2012,0,122005,13.12366353,80.20455001,3300,5564,3,63,13880276,3,Flat,Chennai
6762815590,42678,4,2.5,4260,36360,1.5,0,0,4,8,4100,160,1935,0,122014,17.3404117,78.31182175,2430,17888,3,75,35555091,1,House,Hyderabad
6762816150,42714,3,2.25,1720,5234,2,0,0,3,9,1240,480,2011,0,122051,17.28699372,78.5193018,1720,5825,3,69,10058520,1,House,Hyderabad
6762821089,42637,3,2.25,1190,13630,1,0,0,3,7,1190,0,1984,0,122025,22.62056892,88.36578135,1630,14405,2,79,8824568,2,House,Kolkata
6762818613,42645,3,2.5,1480,1165,3,0,0,3,8,1480,0,2006,0,122054,22.68928585,88.44993763,1480,1231,1,78,7340427,0,House,Kolkata
6762825998,42512,3,1,1920,6862,1,0,2,3,7,1120,800,1952,0,122051,22.68650566,88.489808,2000,6900,2,70,8919343,1,House,Kolkata
6762810034,42623,3,4.25,5510,35000,2,0,4,3,13,4910,600,1997,0,122050,27.01710361,80.81864675,3430,45302,3,70,28669613,2,Bungalow,Lucknow
6762810883,42643,4,3.25,4360,6000,2,0,3,3,11,3400,960,2007,0,122012,18.45409057,73.83785577,4310,6000,2,68,18236438,7,Flat,Pune
6762811492,42623,4,3.5,2990,4200,2,0,4,5,9,2000,990,1925,0,122054,17.57174577,78.41537223,2390,4200,2,70,15471182,1,House,Hyderabad
6762826917,42602,3,2,1490,7697,1,0,0,3,7,1490,0,1994,0,122015,13.14920158,80.39688088,1540,7529,3,63,6562355,9,Flat,Chennai
6762829960,42557,3,1.75,1140,1201,2,0,0,3,8,1140,0,2014,0,122059,23.08747975,72.4793279,1210,1552,3,64,3792765,13,Flat,Ahmedabad
6762816671,42512,3,2,1670,4572,1.5,0,0,3,8,1670,0,1931,0,122007,23.12347692,72.5766612,1480,4890,1,78,9248391,23,Flat,Ahmedabad
6762831450,42634,3,1,1090,2800,1,0,0,3,6,1090,0,1969,0,122023,26.73340062,75.78202817,1040,2960,1,57,4462043,9,Flat,Jaipur
6762830232,42644,3,1,990,10125,1,0,0,3,7,990,0,1972,0,122035,17.25054033,78.29527388,1360,10125,2,76,6716313,2,Flat,Hyderabad
6762814688,42540,5,2.75,3260,11700,1,0,0,3,8,1630,1630,1964,0,122029,28.47928147,77.31600742,2860,11700,1,63,23391271,2,House,Delhi
6762829636,42601,3,1,1340,7000,1,0,0,4,7,1340,0,1978,0,122035,17.42056195,78.55113357,1850,7904,2,68,8950805,2,House,Hyderabad
6762829955,42544,4,1.75,1850,6000,1,0,0,4,6,1270,580,1944,0,122063,27.06960952,75.6701078,1270,6600,1,50,8820439,17,Flat,Jaipur
6762818118,42522,3,2.5,1690,9626,2,0,0,3,8,1690,0,1984,0,122012,28.80063723,77.35149363,1860,8958,3,80,13423707,1,Bungalow,Delhi
6762830883,42588,2,1,790,14200,1,0,0,3,7,790,0,1951,0,122070,26.74315256,75.86888185,1430,10000,3,80,5629958,2,House,Jaipur
6762813450,42538,4,2.5,2790,7938,2,0,0,3,9,2790,0,1997,0,122019,13.0691905,77.76957488,2780,7779,3,63,19846016,7,Flat,Bengaluru
6762815773,42571,4,2.25,2470,17008,2,0,0,4,8,2470,0,1979,0,122020,12.809406,77.55693612,2470,31798,3,56,15973151,2,Bungalow,Bengaluru
6762830098,42651,2,1,930,6600,1,0,0,3,6,930,0,1957,0,122056,26.93142657,80.92148984,1250,6600,2,60,4805433,8,Flat,Lucknow
6762818646,42553,4,3,2590,6160,2,0,0,3,8,2590,0,2014,0,122015,13.15255924,77.55033478,2670,5600,3,66,16259659,10,Flat,Bengaluru
6762824540,42627,3,2.5,2430,7857,2,0,0,5,8,1730,700,1980,0,122042,22.55285583,88.43922095,2160,8740,1,72,9381906,22,Flat,Kolkata
6762826908,42579,4,2.5,2320,4683,2,0,0,3,7,2320,0,2007,0,122035,18.97633404,72.85606405,2230,5750,3,80,19794290,24,Flat,Mumbai
6762824283,42676,2,1.5,790,1123,2,0,0,3,8,700,90,2003,0,122003,27.02789427,75.78408714,1370,1281,1,66,3191940,1,House,Jaipur
6762827324,42685,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,122035,17.27748168,78.59722062,2030,10450,1,62,12465753,0,House,Hyderabad
6762817219,42673,4,2.5,2620,10016,2,0,0,3,8,2620,0,1996,0,122053,13.01092441,77.76285207,2620,10016,1,67,14795496,0,Flat,Bengaluru
6762818092,42557,2,1.5,1130,746,2,0,0,3,8,1030,100,2009,0,122026,26.70370023,80.87078134,1520,1519,2,69,4703125,10,Flat,Lucknow
6762816863,42563,4,2.25,2030,6479,2,0,0,4,8,2030,0,1983,0,122005,17.4447062,78.46216512,1950,8750,3,59,11678759,0,Flat,Hyderabad
6762827422,42564,3,1,1240,8840,1,0,0,3,6,1240,0,1952,0,122022,28.66614522,77.33609808,1250,8840,2,73,7797316,6,Flat,Delhi
6762829142,42635,2,1.5,1280,8710,1,0,0,3,7,1280,0,1967,0,122046,19.17574778,72.77912594,1520,9375,2,69,12786917,12,Flat,Mumbai
6762824562,42546,3,1.5,2450,12497,1,0,0,4,7,2450,0,1967,0,122008,26.79226642,75.89735696,1560,11700,3,58,11747286,0,House,Jaipur
6762813374,42634,3,3.25,3310,5000,2,0,0,3,9,3310,0,2006,0,122011,22.40949457,88.22242639,2670,4907,2,79,15314390,2,Bungalow,Kolkata
6762820182,42718,4,2.75,2720,6427,1,0,0,3,8,1650,1070,2008,0,122052,22.50320112,88.4008903,2720,8484,2,74,12035363,12,Flat,Kolkata
6762818605,42589,4,2.25,1890,3006,2,0,0,3,7,1890,0,2003,0,122011,13.1498654,80.22075406,1580,3000,3,58,9728064,5,Flat,Chennai
6762821619,42622,2,1,1000,6500,1,0,0,4,7,1000,0,1918,0,122016,17.52146385,78.44582666,1280,6500,3,52,5509768,0,Flat,Hyderabad
6762816971,42699,3,1.75,2270,10136,2,0,0,3,8,2270,0,1979,0,122012,27.03522401,81.05874087,2260,9600,2,69,11080718,1,House,Lucknow
6762829243,42629,2,1.5,1200,5773,2,0,0,3,7,1200,0,1985,0,122042,18.92542367,72.93382371,1530,4576,3,75,8899269,23,Flat,Mumbai
6762820293,42637,4,2.5,3050,32450,1,0,0,4,8,1550,1500,1983,0,122065,23.06134818,72.44959232,2350,15390,3,76,15305711,3,Flat,Ahmedabad
6762826148,42648,3,1,1040,7288,1,0,0,3,7,1040,0,1959,0,122022,17.56991018,78.51359067,1160,7287,2,52,6403120,6,Flat,Hyderabad
6762823107,42539,4,1,1980,10350,1,0,0,4,7,1430,550,1968,0,122012,28.72933864,77.39741083,1890,13140,3,55,10411669,1,House,Delhi
6762810951,42588,4,2.25,2020,5800,1,0,3,4,9,1760,260,1941,0,122032,18.99197037,73.08583359,3100,5800,2,72,15705923,2,House,Mumbai
6762816176,42649,3,1.75,1970,8540,1,0,3,4,8,1130,840,1950,0,122050,17.23331213,78.5382084,2280,8540,3,71,11786958,6,Flat,Hyderabad
6762821273,42687,4,2.5,2880,7386,2,0,0,4,9,2880,0,1987,0,122046,18.60541535,73.8849778,2420,7663,2,64,20049551,15,Flat,Pune
6762824180,42500,3,2.5,1370,1350,2,0,0,3,7,1010,360,2007,0,122016,19.14784554,72.7990083,1450,6000,2,61,9965907,1,House,Mumbai
6762811339,42511,4,3.25,3440,35021,2,0,0,3,10,3440,0,1983,0,122010,28.78969238,77.09182783,3440,35021,3,75,29637370,2,Bungalow,Delhi
6762812818,42517,4,2.25,2000,3800,2,0,0,3,8,2000,0,2001,0,122006,13.19272488,77.7813862,1610,3800,2,76,19362693,1,Bungalow,Bengaluru
6762813527,42672,4,2.5,2540,5760,2,0,0,3,9,2540,0,2009,0,122011,17.3330186,78.26770455,2580,3600,3,61,11397972,1,House,Hyderabad
6762823122,42603,3,1.75,1740,6220,1,0,0,4,6,1740,0,1954,0,122050,12.82189135,77.74856898,1630,8418,3,53,12524772,2,House,Bengaluru
6762829192,42504,3,1,1230,10350,1,0,0,4,7,1230,0,1957,0,122042,17.39866857,78.38238863,1510,10427,1,74,8876843,17,Flat,Hyderabad
6762813552,42508,4,2.5,2660,10452,2,0,0,3,9,2660,0,1993,0,122005,19.20332002,72.83450927,2890,9025,2,66,20988950,17,Flat,Mumbai
6762821789,42566,3,1,1350,7085,1,0,0,5,7,1350,0,1944,0,122022,13.12938701,77.56822297,1350,7085,2,53,8354576,0,Flat,Bengaluru
6762812631,42707,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,1994,122050,17.34948505,78.52928781,2490,7680,3,60,29814841,0,Bungalow,Hyderabad
6762822266,42494,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,122012,28.42810843,77.09782181,1620,1299,3,59,9100724,9,Flat,Delhi
6762820591,42525,4,1.75,1670,9886,1,0,0,5,7,1670,0,1947,0,122022,18.47225036,73.76186116,2590,9997,2,75,11775654,1,House,Pune
6762810630,42546,4,2.25,3250,16684,2,0,0,3,9,3250,0,1979,0,122071,26.88638301,81.05250129,2890,16927,2,77,10727380,14,Flat,Lucknow
6762818762,42697,4,2.75,2700,5150,2,0,0,3,9,2700,0,2009,0,122008,26.7011815,80.88175653,2700,5747,1,73,11308072,6,Flat,Lucknow
6762826024,42585,2,1,1060,5703,1,0,2,4,6,1060,0,1946,0,122043,17.55587595,78.50590498,2240,4416,3,54,7576805,18,Flat,Hyderabad
6762831392,42522,1,1,720,6000,1,0,0,3,6,720,0,1940,0,122059,13.01465754,77.64173703,1040,6000,3,58,5658695,2,House,Bengaluru
6762819480,42565,3,2.5,1930,7266,2,0,0,3,8,1930,0,2005,0,122022,18.44581945,73.97284272,1930,7266,2,64,11766769,1,Flat,Pune
6762824936,42707,1,1,790,4590,1,0,0,3,6,790,0,1911,0,122051,26.9154575,80.96257896,1070,4590,1,78,3881717,18,Flat,Lucknow
6762816089,42553,3,2,2300,13418,1,0,0,3,8,1430,870,1955,0,122048,13.18501883,80.39618779,2140,9380,1,64,10977660,12,Flat,Chennai
6762820978,42664,4,2.25,2230,8440,2,0,0,4,8,2230,0,1968,0,122017,17.27910558,78.2930775,2160,9412,2,50,14053848,0,House,Hyderabad
6762823236,42670,3,2,1440,3900,1,0,0,3,8,1440,0,2002,0,122045,28.42601518,77.14422534,1350,3900,3,69,6851357,1,House,Delhi
6762825611,42687,3,2.5,1090,1139,2,0,0,3,8,960,130,2009,0,122064,23.06418864,72.44323281,1400,1348,3,70,4197518,1,House,Ahmedabad
6762811020,42663,4,2.5,3180,13118,2,0,0,4,11,3180,0,1986,0,122057,13.12613268,80.38022784,3070,12861,3,50,15808292,2,Flat,Chennai
6762825972,42571,3,1,1060,9663,1,0,0,3,7,1060,0,1967,0,122033,13.16186579,80.31451624,1320,10162,3,70,5175630,13,Flat,Chennai
6762824325,42718,3,2.25,2520,6170,2,0,0,3,7,1850,670,2003,0,122024,18.47770848,73.98139923,2260,6967,2,80,16958720,20,Flat,Pune
6762829981,42635,3,1,1640,7187,1,0,0,3,7,1640,0,1966,0,122046,18.60760491,73.73693483,1340,8346,3,54,9875615,1,Flat,Pune
6762819281,42718,2,1,1450,3090,2,0,0,3,7,1450,0,1919,1987,122028,22.48101505,88.39279404,1450,4635,1,54,9434012,1,House,Kolkata
6762827150,42714,4,2.5,2400,7215,2,0,0,3,8,2400,0,1992,0,122018,13.02343159,80.21024427,2220,7760,3,61,12654621,6,Flat,Chennai
6762812045,42673,3,2.75,3860,12786,2,0,0,4,10,3860,0,1984,0,122027,28.67884978,76.93800741,2820,14636,2,51,21700555,9,Flat,Delhi
6762819435,42582,3,1.75,1540,13002,1,0,0,2,8,1200,340,1984,0,122019,22.97921466,72.40814476,1620,10098,1,72,9952756,1,House,Ahmedabad
6762823462,42511,3,1,1250,7300,1,0,0,4,7,1250,0,1956,0,122029,22.95056458,72.40416658,1540,7400,3,56,8533011,1,Bungalow,Ahmedabad
6762810062,42544,4,5,4550,18641,1,1,4,3,10,2600,1950,2002,0,122019,12.91230449,80.16519201,4550,19508,3,52,26778719,22,Flat,Chennai
